date;maximum_temperature;minimum_temperature;average_temperature;atmospheric_pressure;wind_speed;precipitation;effective_temperature
30.05.1993;0.4;-3.6;-0.1;1012.8;13;0;-10.1
31.05.1993;0.4;-2;0;1016.5;6;1;-5.5
01.06.1993;-0.3;-5;-1.6;1022.1;4;0;-6
02.06.1993;0.5;-2;-0.4;1022.8;6;0;-5.9
03.06.1993;0.6;-1.6;-0.2;1022.8;5;0;-5
04.06.1993;1;-1.1;0.2;1022.4;7;0;-5.9
05.06.1993;1.9;-0.7;0.7;1021.5;6;0;-4.8
06.06.1993;2.9;-2.1;1.2;1019;6;0;-4.2
07.06.1993;3.6;-0.6;2;1015.8;6;0;-3.3
09.06.1993;4.1;1;2.9;1014.7;6;0;-2.3
10.06.1993;3.1;1.2;2.2;1011.5;5;0;-2.4
11.06.1993;1.9;0.5;0.9;1011.6;3;1;-2.5
12.06.1993;2.4;0;1.1;1015.3;4;1;-3
13.06.1993;2.2;-0.3;1.1;1018.3;5;0;-3.6
14.06.1993;9;-0.5;1.8;1019.6;4;0;-2.4
15.06.1993;1.8;-1.5;0.1;1015.4;3;0;-3.4
16.06.1993;0.9;-1.5;-0.3;1015.1;5;1;-5.2
17.06.1993;0.4;-1.6;-0.7;1021;4;0;-5
18.06.1993;2;-2.6;-1.1;1019.6;3;0;-4.7
19.06.1993;2.8;-3;1;1015.3;4;0;-3.1
20.06.1993;3.6;-0.9;1.2;1011.9;5;2;-3.5
21.06.1993;1.4;-0.6;0.7;1010.1;6;0;-4.7
22.06.1993;2.6;-0.7;1.4;1006.1;4;0;-2.6
23.06.1993;2.4;-1;0.6;1002.4;2;2;-2.2
24.06.1993;2.1;-2;-0.1;1003.4;3;0;-3.6
25.06.1993;8.1;-0.9;5.7;1008.4;4;0;2
26.06.1993;3;0.8;2.3;1009.3;10;1;-5.5
27.06.1993;5.5;0.2;3.5;1015.3;10;0;-4.2
28.06.1993;10.1;1.9;6.4;1019;7;0;0.9
29.06.1993;11.6;2;7.9;1020.6;7;0;2.5
30.06.1993;18.2;4;14.4;1013.6;7;0;10
01.07.1993;11.2;6.9;9.1;1008.2;4;1;6.3
02.07.1993;13.3;1.8;7.8;1009.9;6;2;3.4
03.07.1993;12.1;1.1;4.7;1005.5;6;1;-0.1
04.07.1993;4.1;1.3;2.5;1010.1;7;0;-3.3
05.07.1993;4.2;-0.7;1.6;1015.7;5;0;-3
06.07.1993;3.5;-0.5;1.9;1010.4;8;0;-4.6
07.07.1993;4.6;1;3.4;1003.3;10;1;-4.2
08.07.1993;4.9;2.6;3.9;996.9;12;0;-5
09.07.1993;3.2;2.1;2.8;995.5;10;1;-4.9
11.07.1993;6.1;0.6;4.9;1017;5;0;0.5
12.07.1993;4.1;1.7;3.1;1027;5;0;-1.3
13.07.1993;6.2;1.6;4.8;1025.7;4;0;1.3
14.07.1993;7.7;3.1;6;1023.3;4;0;2.5
15.07.1993;9.1;6;7.2;1015.5;5;0;3.3
16.07.1993;7.2;4;5.7;1013.6;6;0;0.8
17.07.1993;8.2;3.2;6.3;1006.8;8;0;0.3
18.07.1993;4.8;3.3;3.8;1004.4;7;0;-2
19.07.1993;7.7;2.4;5.6;1007.5;4;0;2
20.07.1993;7.7;4.3;5.8;1009.2;4;1;2.3
21.07.1993;8.6;3.5;6.9;1016.4;3;0;4.2
22.07.1993;11.4;4.3;9.2;1019.5;3;0;6.7
23.07.1993;13.7;8.6;11.2;1017.3;4;0;8.4
24.07.1993;12.1;5.6;8.5;1017.6;6;0;4.2
25.07.1993;4.4;2.2;3.1;1019.4;5;0;-1.4
26.07.1993;6.6;1.1;5.3;1019.9;4;0;1.6
27.07.1993;9.7;4;7.4;1019.8;4;0;4.2
28.07.1993;4.6;2.5;3.6;1021.8;5;0;-0.9
29.07.1993;9.1;3.2;7;1024;7;0;1.8
30.07.1993;9.5;5.7;7.6;1014.5;9;0;1.2
31.07.1993;9.1;5.7;8.1;1013.7;5;0;4.5
01.08.1993;8.6;5.5;7.2;;5;0;3.4
02.08.1993;7.1;3.7;5.4;;10;1;-2
03.08.1993;3.7;1.5;3.1;;4;0;-0.7
11.12.1993;-23;-28.4;-25.3;1027.9;10;0;-35.4
13.12.1993;-23.5;-29.3;-26.7;1025.7;5;0;-33.6
22.12.1993;-22.8;-26;-24.7;995.5;;0;
24.12.1993;-28.7;-30.5;-29.8;1004.8;5;0;-36.9
25.12.1993;-29.1;-33.3;-30.8;1006.9;2;0;-35.9
27.12.1993;-18.3;-27.2;-24.3;991.6;6;0;-31.7
29.12.1993;-27.1;-30.9;-28.6;1008.1;7;0;
30.12.1993;-30.7;-32.5;-32.3;1015.2;5;0;
31.12.1993;-29.1;-33.1;-30.8;1016.9;3;0;-36.6
07.01.1994;-27.6;-35.3;-33;1024.5;6;0;-40.9
08.01.1994;-27.6;-36.1;-32;;5;0;-39.2
09.01.1994;-23.9;-30.3;-27;1021.9;3;0;-32.6
10.01.1994;-28.3;-37.2;-33.7;1012.6;7;0;-42.2
11.01.1994;-27.5;-32.1;-28.3;;11;0;-39.2
12.01.1994;-29.3;-33.5;-31.5;1018.6;5;0;-38.6
14.01.1994;-33.3;-37.7;-34.8;1023.7;6;0;-42.7
16.01.1994;-19.5;-28.5;-23.9;1003.2;4;1;
17.01.1994;-17.7;-21.4;-19.6;1006.2;;1;
18.01.1994;-12.5;-22.6;-14.5;1002.4;4;1;-20
19.01.1994;-18.3;-28;-24.6;1009.6;3;0;
20.01.1994;-15.4;-28.5;-17.1;1014.7;6;0;-24.1
21.01.1994;-17.1;-25.9;-21;1010.2;4;0;-26.9
25.01.1994;-17.3;-25.1;-21.5;993.6;6;0;-28.8
28.01.1994;-28.5;-33.6;-31.2;;2;0;-36.4
29.01.1994;-32.1;-34.9;-34.6;1005.7;1;0;-39.3
30.01.1994;-28.3;-35.1;-32.1;1003.3;3;0;-38
31.01.1994;-30.4;-33.7;-31.9;1010.1;3;0;-37.7
01.02.1994;-29.3;-34.6;-32.8;1016.8;3;0;-38.7
05.02.1994;-28.6;-34.1;-32.4;1016.8;6;0;-40.2
06.02.1994;-31.9;-35.2;-34.1;1028.2;5;0;-41.4
07.02.1994;-32.9;-35.2;-34.3;1036;5;0;-41.6
08.02.1994;-26.1;-35.1;-29.8;1035.1;4;0;-36.2
10.02.1994;-17.6;-29.8;-22.2;1024;4;1;-28.2
13.02.1994;-30.6;-36.3;-33.8;1026.3;3;0;-39.7
14.02.1994;-30.3;-37.4;-32.6;1009.4;10;0;-43
15.02.1994;-34.1;-37.7;-35.6;996.7;10;0;
16.02.1994;-29.9;-44.5;-38.3;1005.3;2;0;-43.8
17.02.1994;-28.7;-33.9;-31.7;;;0;
18.02.1994;-30.1;-35.1;-32.5;1011.7;4;0;-39
19.02.1994;-36.1;-39.9;-37.9;1010.1;2;0;-43.4
21.02.1994;-40.8;-44.3;-43;1021.6;3;0;-49.3
22.02.1994;-43.9;-44.6;-44;1024.3;3;0;-50.4
23.02.1994;-43.1;-45.1;-43.7;1017.4;4;0;-50.7
25.02.1994;-42;-45.1;-43.2;1025;3;0;-49.6
27.02.1994;-36;-42.6;-38.7;1023.5;4;0;-45.5
28.02.1994;-23.1;-38.9;-28.9;1010;7;0;-37.2
01.03.1994;-23.1;-29.9;-27;1001.7;4;0;-33.3
02.03.1994;-26.7;-33.6;-31.5;1009.7;3;0;-37.3
03.03.1994;-18.6;-33.9;-22.2;1013.6;4;0;-28.2
04.03.1994;-10;-22.8;-15;1015.3;5;0;-21.2
05.03.1994;-8.1;-11.5;-9.2;1009;8;0;-16.9
08.03.1994;-13.6;-16.9;-14.6;1018.6;8;0;-22.7
09.03.1994;-8.4;-16.2;-11.2;;8;1;-19.1
10.03.1994;-5.4;-15.1;-9.1;990.7;7;2;-16.1
11.03.1994;-4.6;-21.4;-13.9;984;5;0;-20
13.03.1994;-4.9;-11;-6.8;996.9;4;2;-11.7
14.03.1994;-8.1;-12.1;-10.1;989.8;5;1;-15.9
16.03.1994;-16.1;-24;-20.6;1022;8;0;-29.1
17.03.1994;-14.6;-20.3;-19;1020.7;14;0;-31.3
18.03.1994;-16.5;-18.9;-17.9;1021.8;12;0;-28.8
19.03.1994;-18.4;-23.3;-21.4;1026.9;9;0;-30.6
20.03.1994;-21;-26;-24.1;1024.8;8;0;-32.8
21.03.1994;-20.1;-26.6;-23.1;1015;6;3;-30.5
22.03.1994;-17.6;-25.6;-21.7;1017;4;1;-27.7
23.03.1994;-19.6;-25.6;-22.6;1023.2;4;0;-28.6
24.03.1994;-16.6;-25.1;-18.1;1015.3;4;0;-23.8
25.03.1994;-14.9;-20.5;-17.8;1007;10;0;-27.4
26.03.1994;-16.3;-18.9;-17.2;1011.2;8;0;-25.5
27.03.1994;-14.1;-19.8;-16.8;1003.2;6;0;-23.8
29.03.1994;-17.4;-25.6;-21.3;1000.2;3;0;-26.6
30.03.1994;-18.9;-29.6;-25.3;1009.5;1;0;-29.5
02.04.1994;-18.6;-28.6;-23.3;1023.5;3;0;
03.04.1994;-15.7;-29;-19.7;1014.3;5;0;-26.2
04.04.1994;-10.8;-14.9;-12.6;1007.4;3;0;-17.3
06.04.1994;-11.6;-20.6;-14.7;1011.9;;6;
07.04.1994;-8.7;-14.1;-10.5;1008.2;6;1;-17
09.04.1994;-15.3;-19.5;-18;1011.4;10;0;-27.7
10.04.1994;-17.3;-21.1;-19.1;;6;0;-26.2
12.04.1994;-15.4;-25.5;-20.4;1027.7;2;0;-25
13.04.1994;-16.6;-28.3;-22.8;1028.8;3;0;-28.2
14.04.1994;-18.5;-27.6;-23.6;1026.2;3;0;-29
15.04.1994;-17.1;-28.9;-23.4;1021;4;0;-29.5
16.04.1994;-13.6;-25.6;-18.9;1020.4;6;0;-26
17.04.1994;-13.6;-25.6;-19;1022.1;4;0;-24.8
18.04.1994;-15.6;-22.5;-19.2;1017.5;6;1;-26.3
19.04.1994;-16.1;-26.3;-23;1024.6;4;0;-29
20.04.1994;-16.6;-26.1;-20.4;1019.8;6;0;-27.6
21.04.1994;-5.7;-21.7;-11.6;1004.6;12;0;-22.1
22.04.1994;-2.6;-11.2;-4.4;1001.1;8;0;-11.6
25.04.1994;-5.5;-16.1;-8.5;1017.8;6;1;-14.8
26.04.1994;-6.1;-18.1;-13.8;1025.6;4;0;-19.3
27.04.1994;-10.1;-22.4;-14.5;1022.6;3;0;-19.3
28.04.1994;-1.6;-13.5;-6.1;1000.5;5;1;-11.6
29.04.1994;-6.7;-10.4;-8.3;995.6;6;1;-14.6
30.04.1994;-5.8;-17.1;-12.1;994.3;10;0;-21.3
01.05.1994;-14.4;-22.9;-18.7;1007.5;8;0;-27.1
02.05.1994;-11.1;-22.5;-17.3;1014.4;4;0;-23
03.05.1994;-9.6;-21.5;-15.7;1014.7;4;0;-21.3
04.05.1994;-5.6;-21.2;-12.5;;8;1;-20.5
05.05.1994;-4.6;-14.1;-10.9;1008.8;8;2;-18.8
06.05.1994;-10.9;-24.1;-15.5;1011.4;4;2;-21.1
08.05.1994;-10.1;-22.2;-13.9;1012.6;8;0;-22
09.05.1994;-4.7;-15.6;-9.6;1018.8;8;2;-17.3
11.05.1994;-7.6;-11.6;-9.5;1022.2;;2;
12.05.1994;-5;-11.3;-8;1018;6;1;-14.3
13.05.1994;-5.3;-9.7;-7.3;;4;2;-12.2
14.05.1994;-5.3;-9.7;-6.7;1011.4;4;2;-11.6
15.05.1994;-4.6;-7.6;-6.6;;6;2;-12.8
16.05.1994;-4.6;-12.3;-8.4;1005.6;5;2;-14.1
18.05.1994;-4.5;-7.8;-7.5;1004.6;5;2;-13.1
19.05.1994;-4.6;-7.9;-6.7;1006;8;1;-14.2
20.05.1994;-7.1;-10.5;-9.1;1013.9;11;2;-18.7
21.05.1994;-7.1;-12.2;-10.1;1022.8;6;1;-16.6
22.05.1994;-8.7;-13.7;-11.5;1025.4;3;1;-16.2
23.05.1994;-8.3;-15.3;-11;1022;3;1;-15.6
24.05.1994;-0.7;-12.3;-7;1016.3;6;2;-13.3
25.05.1994;-3.6;-9.6;-5.4;1011.7;;2;
26.05.1994;-4.8;-9.1;-8.1;1010.7;6;2;-14.4
27.05.1994;-4.5;-10.3;-6.4;1007.9;6;0;-12.6
28.05.1994;-7.1;-8.7;-7.7;1004.2;5;2;-13.4
29.05.1994;-0.3;-8.1;-7.3;988.5;9;1;-15.5
30.05.1994;-4.4;-9.6;-7.1;1002.3;7;0;-14
31.05.1994;-1.3;-8.4;-3.2;1004.6;8;0;-10.3
01.06.1994;2.2;-3.1;0.8;998.7;8;0;-5.8
02.06.1994;0.9;0.1;0.5;1000;6;0;-4.8
03.06.1994;1.5;-3.1;-0.7;992.5;5;0;-5.6
04.06.1994;-0.1;-4.7;-2.4;1004.1;4;0;-6.9
05.06.1994;0.1;-7.4;-2.4;1012.6;4;1;-6.9
06.06.1994;1.4;-1.6;-0.1;1014;3;27;-3.6
07.06.1994;0.4;-0.6;0;1011.1;5;0;-4.8
08.06.1994;-0.1;-3.6;-1.5;1008.5;8;2;
11.06.1994;-0.8;-2.6;-2.1;1010.1;8;0;-9.1
16.06.1994;1.3;-2.2;-1.3;;5;0;-6.4
17.06.1994;0.7;-5.6;-0.8;1021;7;0;-7
18.06.1994;0.9;-0.7;0.5;1015.9;8;0;-6.1
19.06.1994;1.2;-0.1;0.7;1008.3;7;0;-5.3
20.06.1994;0.4;-0.5;0.1;1007.8;5;0;-4.6
21.06.1994;0.9;-0.8;0.3;1009;3;0;-3.1
23.06.1994;1.9;0.3;1.1;1007.1;;0;
24.06.1994;2.7;1;1.6;1002.6;9;0;-5.6
25.06.1994;5.9;1;3.2;1003.8;4;140;-0.4
26.06.1994;7.9;2.4;4.4;1002.9;5;0;0.3
27.06.1994;4;1.2;2.3;1009.9;5;0;-2.2
30.06.1994;12.1;2.9;8;1013.3;5;2;3.9
01.07.1994;3.7;1.9;2.9;;6;0;-2.1
02.07.1994;11.4;1.7;7.3;;6;0;2.9
03.07.1994;18.4;7.3;12.2;;6;0;8.6
06.07.1994;3.4;-0.8;1.8;;4;0;-2.1
07.07.1994;8.5;0.6;3.3;;3;0;0.2
08.07.1994;6.6;2.9;5.1;;4;2;1.6
09.07.1994;3.4;1.5;2.2;;6;1;-3
10.07.1994;5.9;-0.6;2.6;;3;0;
12.07.1994;9.3;1.4;5.5;;4;0;2
13.07.1994;6.9;2.9;5.2;;6;0;0.3
14.07.1994;5.9;-6.1;1.6;;7;0;
15.07.1994;6.4;1.1;4.4;;6;0;-0.6
16.07.1994;8.4;4.1;6;;3;0;3.3
17.07.1994;8.4;4.3;6.3;;2;0;4.3
18.07.1994;9.9;5.3;7.7;;3;0;5.3
19.07.1994;5.9;3.9;4.3;;5;0;0.1
20.07.1994;7.5;1.9;4.8;;3;0;1.9
24.07.1994;6.4;2.2;4.5;;4;0;0.9
25.07.1994;7;1.7;3.7;;;0;
26.07.1994;7.5;0.2;4.7;;4;0;1
27.07.1994;11.6;2.2;7.9;;6;1;3.3
28.07.1994;9.3;5;6.4;;6;0;1.8
01.08.1994;6.9;3.6;5.6;1015.9;3;0;2.6
02.08.1994;8.9;5.1;7.4;1014.6;6;0;3
04.08.1994;7.1;4.9;5.9;1002.2;3;0;3.1
05.08.1994;7.4;3.9;5.9;1005.9;4;0;2.4
06.08.1994;7.9;5.2;6.3;1007.2;9;0;-0.3
07.08.1994;9.9;4.8;6.8;998.5;8;1;1
08.08.1994;4.4;2.4;3.3;1003.5;2;38;0.7
12.08.1994;5.5;3.1;3.6;1000.5;10;0;-4.2
15.08.1994;11.6;4.9;8.8;;6;1;4.5
17.08.1994;6.1;3;4.9;1008.3;3;0;2
18.08.1994;7;1.9;4.6;1014;1;0;2.9
19.08.1994;6.9;0.4;4.9;1009.7;5;1;0.8
20.08.1994;5.7;4.1;5.2;1003.7;8;0;-0.8
21.08.1994;4.9;2.5;3.6;1012.6;8;0;-2.7
24.08.1994;2.4;1;1.5;1018.4;3;0;-1.8
26.08.1994;2.9;0.4;2.2;1012;4;0;-1.7
27.08.1994;5.4;1.4;3.9;1000.6;6;1;-1
28.08.1994;4;2.4;3.2;1001.2;5;0;-1.4
30.08.1994;7.9;3.5;5.3;;9;0;-1.4
31.08.1994;11.4;3.1;6.2;1000.4;7;1;0.9
01.09.1994;3.9;1.2;2.9;996.6;5;1;-1.5
02.09.1994;3.4;0.9;2.1;1008.1;4;0;-2
03.09.1994;3.9;1;2.9;1012.8;;0;
04.09.1994;4.4;1.8;3.4;999.7;4;1;-0.3
08.09.1994;2.4;-1.1;-0.2;1008.8;8;1;-7
09.09.1994;1.3;-1.1;0.2;1016.4;6;1;-5.3
10.09.1994;0.9;-1.2;-0.5;1024.7;2;1;-3.4
11.09.1994;1.9;0.3;0.9;1025.7;3;1;-2.7
12.09.1994;2;-0.5;0.5;1019.1;4;0;-3.6
13.09.1994;5;-0.5;2.4;1009.9;4;0;-1.5
14.09.1994;3.2;1.9;2.7;1005.4;7;1;-3.1
15.09.1994;3.7;1.9;3;1003.8;4;1;-0.7
16.09.1994;2.6;-0.5;0.8;1011;4;1;-3.3
17.09.1994;2.4;-1.6;1.3;1013.2;4;1;-2.7
19.09.1994;1.2;-1.6;0.2;1008.1;5;0;-4.6
20.09.1994;0.9;-1.1;0.3;1011.3;3;1;-3.2
21.09.1994;-0.1;-1.6;-0.3;1023.4;2;1;-3.4
25.09.1994;1.5;-1;-0.2;996.6;4;0;-4.4
26.09.1994;1;-5.1;-0.3;996.2;6;0;-5.9
28.09.1994;-1.5;-4;-2.3;1013.8;2;1;-5.4
29.09.1994;-3.1;-6.1;-3.8;1009.8;8;1;-11
30.09.1994;1.2;-3.8;-0.2;982;8;1;-6.9
01.10.1994;2.9;1;1.4;981.5;7;0;-4.5
02.10.1994;1.4;0;0.6;999.4;4;0;-3.5
08.10.1994;2.4;-0.5;0.7;;5;1;-4.1
10.10.1994;0.3;-3.5;-0.3;1005.3;7;0;-6.6
12.10.1994;1.7;0.3;1.7;995.9;8;1;-4.9
14.10.1994;1.3;-0.2;0.4;985.5;5;0;-4.5
16.10.1994;-1.5;-5.6;-2.2;994.4;7;1;-8.6
17.10.1994;1.2;-2.5;-1.6;986;8;1;-8.5
18.10.1994;0.9;-1.4;-0.4;980.4;9;0;-8
19.10.1994;0.4;-2;-1.4;989.8;8;0;-8.5
20.10.1994;-3.1;-6;-4.6;1009.4;4;1;-9.3
21.10.1994;-5.3;-15.4;-9.7;1001;3;1;-14.2
23.10.1994;-5.1;-8.1;-6.8;996.8;;1;
24.10.1994;-5.3;-11.7;-7.3;997.4;4;;-12.2
25.10.1994;-5.1;-14.8;-7.8;;4;0;-12.9
26.10.1994;-4.6;-14.6;-6.4;1010.8;5;0;-12.1
27.10.1994;-6.5;-9.2;-8.4;1013.5;5;1;-14.2
28.10.1994;-8.1;-14.7;-11.2;1012.5;3;1;-15.9
29.10.1994;-8.1;-18.9;-16.8;1017.6;1;0;-20.5
30.10.1994;-15.6;-22.5;-18.4;1023.5;1;0;-22.2
31.10.1994;-9.4;-22.8;-13.1;1019.6;2;1;-17.2
01.11.1994;-12.8;-22.1;-17.2;1025.7;3;1;-22.3
02.11.1994;-3.6;-14.9;-5.1;1017.2;5;1;-10.5
03.11.1994;-1.4;-7.5;-3.9;1010.4;6;0;-9.8
04.11.1994;-1.8;-15.7;-9.4;1011.2;5;1;-15.2
05.11.1994;-5.3;-17.9;-10.2;;4;1;-15.4
06.11.1994;-2.6;-10.9;-5.6;981.5;3;1;-9.7
07.11.1994;-9.3;-16.3;-12.3;;4;1;-17.7
08.11.1994;-9.7;-16.6;-13.6;1001.4;6;1;-20.4
09.11.1994;-12.6;-18.9;-15;1016.5;5;1;-21.2
10.11.1994;-13.3;-20.1;-18.8;1021.6;4;0;-24.6
11.11.1994;-19.6;-24.8;-22.1;1018;1;0;-26.2
12.11.1994;-19.8;-27.3;-25.9;1009.4;1;0;
13.11.1994;-19.4;-21.7;-20.5;1000.6;2;0;-25.1
14.11.1994;-18.1;-21.8;-20;996;1;1;-23.9
15.11.1994;-18.6;-24.3;-21.4;994.6;1;1;-25.4
16.11.1994;-17.6;-26.2;-22.5;995;1;0;-26.6
17.11.1994;-16.6;-26.3;-22.1;994.8;3;0;-27.4
19.11.1994;-14.1;-22.2;-17;994;2;1;-21.4
20.11.1994;-7.8;-18.7;-13.6;983.5;6;1;-20.4
23.11.1994;-9.1;-26.4;-22.9;998.5;1;0;-27
24.11.1994;-16.5;-27.4;-23.3;991.8;1;1;-27.4
25.11.1994;-23.8;-29;-25.6;996.7;1;0;-29.9
26.11.1994;-26.5;-31.3;-28.6;1008.2;1;0;-33
27.11.1994;-9.1;-32.7;-17.3;1003.1;8;1;-25.6
28.11.1994;-6;-12.7;-9.5;985.6;12;1;-19.9
29.11.1994;-3;-6.3;-4.3;989.6;11;1;-13.6
30.11.1994;-4.6;-12.4;-7.6;998.7;10;1;-16.5
01.12.1994;-14.5;-24.7;-19.2;1000.2;1;1;-23.1
02.12.1994;-6.6;-24.8;-13.1;984.4;6;1;
03.12.1994;-9.2;-19.6;-13.4;;8;1;-21.5
04.12.1994;-20.8;-26.8;-23.9;;;1;
05.12.1994;-25.1;-27;-25.4;1010.5;3;0;-30.9
06.12.1994;-22.2;-25.5;-24.2;1008.1;7;1;-32.3
08.12.1994;-5.7;-12;-9.1;1010.7;2;1;-12.9
09.12.1994;-14.1;-20.8;-16.9;1029.1;2;1;-21.3
10.12.1994;-16.8;-24.6;-21.6;1033.9;6;1;-28.9
11.12.1994;-21.4;-24.7;-22.4;1028.7;9;1;-31.7
13.12.1994;-16.5;-23.2;-19.2;1022.3;9;2;-28.3
14.12.1994;-23.2;-25.8;-24.9;1025.4;6;1;-32.4
15.12.1994;-23.2;-26.5;-24.9;1023.2;4;1;-31.1
16.12.1994;-20.9;-23.4;-22.2;1029.1;1;0;-26.3
18.12.1994;-20.7;-29.3;-22.7;1027;3;0;
20.12.1994;-18.8;-27.6;-22.3;1009.5;4;1;-28.3
21.12.1994;-31.7;-34;-32.8;;3;0;-38.7
23.12.1994;-31.2;-35.1;-33.3;1017.2;9;0;-43.1
24.12.1994;-25.4;-29.5;-27.3;1004.6;15;1;-40.7
25.12.1994;-25.6;-27.9;-26.3;999.5;15;1;-39.7
27.12.1994;-24.8;-27.2;-26.1;995.3;3;0;-31.7
28.12.1994;-17.3;-27.4;-19.9;989.9;4;1;-25.8
29.12.1994;-7.3;-17.1;-12.9;978.4;5;0;-19
01.01.1995;-15.7;-20.5;-17.7;984.3;2;0;-22.2
02.01.1995;-16.8;-25.1;-22;1000.9;2;0;-26.7
03.01.1995;-14.6;-18.1;-16.2;994.3;6;1;-23.2
04.01.1995;-15.5;-19;-17.2;982.3;13;1;-28.8
05.01.1995;-20.2;-21.7;-21.1;994.6;14;1;-33.6
06.01.1995;-17.8;-21.8;-20;1001.8;3;1;-25.3
07.01.1995;-20.2;-23.1;-21.7;1011.5;0;0;-25.1
08.01.1995;-24.8;-27.2;-26.1;1005.7;0;0;-29.7
09.01.1995;-23.2;-29;-26.6;1000.8;1;0;-30.9
10.01.1995;-20.1;-30.9;-25.3;1002.2;3;0;
11.01.1995;-13.1;-20.7;-16.3;992.8;3;1;-21.3
12.01.1995;-16.2;-20.6;-18.3;999.3;3;1;-23.5
13.01.1995;-20.1;-28.5;-23.8;1008;4;0;-29.9
14.01.1995;-27.1;-32.3;-30.3;1015.5;3;0;-36.1
15.01.1995;-4.5;-27.5;-10.8;992.8;8;1;-18.7
16.01.1995;-4.2;-9.8;-7.7;992.6;2;1;-11.4
17.01.1995;-5.3;-11.7;-8.8;995.6;4;1;-14
18.01.1995;-1.9;-16;-11.6;;12;1;-22.2
19.01.1995;-18.5;-24.9;-21.4;;4;1;-27.4
20.01.1995;-18.1;-25;-20.4;1026.8;1;1;-24.4
22.01.1995;-25;-31.6;-29.3;1023.5;2;0;-34.4
23.01.1995;-21.5;-30.5;-26.4;1021.5;1;0;-30.7
24.01.1995;-24.2;-27.1;-25.7;1012.3;2;0;-30.6
25.01.1995;-26.1;-26.8;-26.4;1011;10;1;-36.5
26.01.1995;-24.3;-27;-25.6;1001.3;5;1;-32.5
27.01.1995;-8.4;-26.5;-17.2;1004.1;3;1;-22.3
28.01.1995;-8.7;-16.8;-11.8;1007.6;4;1;-17.2
29.01.1995;-9.1;-17;-12.2;995.5;12;0;-22.8
30.01.1995;-4.1;-9.1;-5.5;999.5;10;1;-14.2
31.01.1995;-7;-15.1;-11.3;1000.3;7;1;-18.6
01.02.1995;-10.8;-23;-17.4;1008;3;0;-22.5
02.02.1995;-9.1;-16.5;-13.2;1001;10;1;-22.5
03.02.1995;-7;-13.8;-9.5;985.4;5;1;-15.3
04.02.1995;-10.5;-22.3;-14.4;983.4;1;1;-18
07.02.1995;-11.3;-19.3;-16.5;988;8;1;-24.8
08.02.1995;-14.4;-19.5;-15.6;985.1;13;1;-27.1
09.02.1995;-8.2;-15.4;-10.4;977.3;8;1;-18.3
10.02.1995;-10.3;-17.6;-14.2;983.9;4;1;-19.7
11.02.1995;-24.2;-26.9;-25.8;994.1;2;0;-30.7
12.02.1995;-21.4;-26.9;-24.4;994.3;1;0;-28.6
13.02.1995;-11.5;-21.9;-16.7;1003.1;5;2;-23.1
16.02.1995;-5.1;-20.4;-12;1005.6;4;2;-17.4
17.02.1995;-20;-24;-22;1012;0;0;-25.4
18.02.1995;-20.1;-27.6;-25.1;1012.3;0;0;-28.7
19.02.1995;-23.2;-27.4;-25.8;1014.8;1;1;-30.1
20.02.1995;-22.1;-27.5;-22.9;1011.8;2;0;-27.7
21.02.1995;-21.1;-28.5;-24.1;1010.6;0;0;-27.6
22.02.1995;-15.4;-22.4;-17.7;1009.7;1;1;-21.5
26.02.1995;-27.1;-31;-28.9;1013.2;3;0;-34.6
28.02.1995;-24.7;-26.9;-26;1007;5;1;-32.9
01.03.1995;-28.1;-30;-29.2;1007.8;4;1;-35.6
06.03.1995;-30.8;-32.9;-32.1;1019.3;1;0;-36.7
07.03.1995;-30.5;-33.8;-32.2;1024.3;2;0;-37.4
08.03.1995;-26.1;-31.7;-29.5;1031.4;3;0;-35.2
10.03.1995;-23.5;-33;-25.9;1049.1;2;0;-30.8
11.03.1995;-12.7;-26;-16.4;1036.5;4;1;-22
16.03.1995;-3.5;-7;-5.2;1001.4;5;1;-10.6
17.03.1995;-3.5;-6.7;-5.1;1005.4;5;2;-10.5
18.03.1995;-5.8;-10.3;-7.6;1006.6;5;1;-13.3
19.03.1995;-4.9;-16.4;-8.5;1008.1;4;0;-13.6
20.03.1995;-15.1;-20.5;-17.7;1011;4;0;-23.5
21.03.1995;-13.1;-20.8;-15.4;1006.6;4;1;-21
22.03.1995;-10.6;-19.3;-13.9;999.9;3;2;-18.7
23.03.1995;-13.1;-19.5;-15.7;998.2;;2;
24.03.1995;-7.1;-26;-18.2;994.5;4;2;-24
27.03.1995;-0.5;-15.2;-8.9;992.2;6;1;-15.3
28.03.1995;-1.9;-8.4;-4;995.7;4;1;-8.6
29.03.1995;0.1;-8.7;-2.6;992.2;10;0;-10.9
30.03.1995;-0.3;-3.3;-1.5;986.3;8;2;-8.4
01.04.1995;-1.5;-7.5;-3.6;999.3;8;2;-10.7
03.04.1995;-5.1;-17.5;-10;;9;2;-18.5
04.04.1995;0.3;-5.1;-1.3;1001.6;4;0;-5.6
07.04.1995;-2.4;-4.9;-3.3;1015.9;9;1;-11.1
08.04.1995;0.3;-3.4;-1.1;1006.3;9;1;-8.6
10.04.1995;-5.5;-6.9;-6.3;1029.3;2;0;-9.8
11.04.1995;-6.1;-9.7;-7.6;1025.8;4;0;-12.5
14.04.1995;-2.7;-11;-5.9;1011.3;6;1;-12
