date;maximum_temperature;minimum_temperature;average_temperature;atmospheric_pressure;wind_speed;precipitation;effective_temperature
15.04.1995;-6.1;-6.8;-6.4;1007.2;1;0;-9.3
17.04.1995;-10.1;-16.7;-13.8;1017.6;2;0;-18
18.04.1995;-5.1;-21.4;-12.3;1015.2;4;0;-17.7
19.04.1995;0.2;-5.7;-3;1009.1;3;0;-6.9
20.04.1995;0.5;-0.5;0.1;1005.6;4;1;-4
21.04.1995;0.8;-13.7;-5.3;1006.7;;0;
22.04.1995;0.5;-17.4;-6.3;;13;2;-17
23.04.1995;-5.3;-11;-7.3;998.4;9;0;-15.5
24.04.1995;-7.7;-13;-10.5;999.4;5;0;-16.4
25.04.1995;-10.1;-12.4;-10.9;1004.8;10;2;-20.1
26.04.1995;-8.5;-14.5;-12.1;1014.8;6;2;-18.8
27.04.1995;-10;-18.4;-12.6;1022.6;6;1;-19.3
28.04.1995;-10.1;-12.1;-10.8;1024.8;4;1;-16.1
29.04.1995;-10.1;-17;-12.9;1028.2;1;0;-16.4
02.05.1995;-8.5;-13.3;-9.8;1015.7;8;0;-17.6
03.05.1995;-11.3;-13.9;-12.3;1009.4;6;1;-19
06.05.1995;-7.6;-13.6;-10.3;1009;4;1;-15.5
07.05.1995;-9.1;-14.9;-11.5;1009.9;3;2;-16.2
08.05.1995;-7.1;-13.9;-10.1;1011.9;4;2;
09.05.1995;-8.8;-12.1;-10.7;1013.5;5;1;-16.6
10.05.1995;-9.1;-12.5;-10.5;1012.3;4;2;-15.7
11.05.1995;-11.1;-12.4;-11.6;1015.9;5;2;-17.6
12.05.1995;-4.6;-12.6;-9.7;1023.5;4;0;-15
23.05.1995;1.2;0.4;1.1;1016.6;5;0;-3.6
24.05.1995;1.1;-1.6;-0.1;1026.6;4;0;-4.3
25.05.1995;0.9;-1.4;0.6;1013.7;4;1;-3.4
31.05.1995;-1.1;-3.7;-2.4;1002.2;4;1;-6.8
02.06.1995;-2.1;-4.7;-2.8;1009.2;4;1;-7.3
03.06.1995;-2.1;-5.6;-3.3;1012;3;1;-7.2
04.06.1995;-1.5;-8.9;-3.8;1017.6;3;1;-7.7
05.06.1995;-0.4;-2.5;-1.1;1015;7;1;-7.3
06.06.1995;-2.1;-2.9;-2.3;1016.6;8;1;-9.3
07.06.1995;-3.1;-3.9;-3.5;1014.2;6;1;-9.3
08.06.1995;-2.1;-4.2;-2.6;1005.3;10;1;-10.9
09.06.1995;-1.3;-2.3;-1.8;1005.2;6;0;-7.4
10.06.1995;-1.5;-2.4;-1.9;1007.4;3;0;-5.6
11.06.1995;0.6;-2.2;-0.1;998.8;5;0;-4.9
12.06.1995;0.3;-0.3;0.1;994;3;1;-3.3
13.06.1995;0.4;-0.9;0;994.7;4;1;-4.1
14.06.1995;0.3;-0.4;-0.1;1004.6;4;0;-4.2
16.06.1995;0.4;-0.9;-0.2;1008.6;3;0;-3.7
17.06.1995;-0.1;-1.3;-0.7;1007.7;6;0;-6.2
19.06.1995;7;-1.3;1.4;1009;3;0;-2
26.06.1995;1.6;0.5;1;994.9;4;0;-3
28.06.1995;7.5;-0.2;5.2;1001;5;0;1.2
30.06.1995;2.3;0.6;1.4;1002.8;4;0;-2.5
01.07.1995;8.5;0.3;3.7;1006.7;4;0;0.1
06.07.1995;12;5.4;9.6;1011;5;0;6.4
07.07.1995;14.3;3.2;9.8;1011.3;6;0;6
09.07.1995;5.3;2.4;3.4;1011.3;4;0;-0.3
11.07.1995;11.8;3.8;8.2;;6;0;
14.07.1995;5.1;2.6;4.1;1002.3;5;0;-0.1
16.07.1995;3.6;2.4;3;1004.3;4;0;-0.7
18.07.1995;4.8;2.8;3.6;999.1;4;0;0
22.07.1995;11.7;3.9;8.8;1015;4;0;6.1
24.07.1995;23.3;6;14.9;1002;7;0;11.5
25.07.1995;7.6;5.9;6.9;1008.4;5;0;3.2
26.07.1995;10.9;5.5;9.6;1016.3;5;0;6.4
27.07.1995;12.1;6.9;9.7;1011.6;5;0;6.5
28.07.1995;9.5;6.6;8;1005.6;4;1;5.1
29.07.1995;10.5;6.7;8.3;1004.5;4;0;5.5
30.07.1995;6.9;5.8;6.3;1009.9;5;1;2.4
31.07.1995;7.3;5.5;6.3;1004.7;4;0;3
02.08.1995;6.2;4.5;5.7;1001.1;4;1;2.3
03.08.1995;6.5;4;5.5;996.5;4;1;2
04.08.1995;6.4;4;5.6;1004.7;4;1;2.1
05.08.1995;7.7;2.4;6;1000.5;3;1;3.3
06.08.1995;9.3;4.5;7;983.7;8;1;1.3
08.08.1995;7.5;4;5.7;1004.1;4;0;2.4
11.08.1995;16.2;10.1;12.9;1004.1;5;0;10.4
12.08.1995;9.3;6.6;7.8;1009.7;4;0;4.9
13.08.1995;8.9;6.2;7.7;1012.8;4;0;4.6
14.08.1995;8.8;5.6;6.7;1015.2;5;0;2.9
15.08.1995;8.3;4.6;6.8;;5;0;3
16.08.1995;10.6;3.3;7.4;1016.6;5;0;3.7
17.08.1995;11.5;4.5;8.3;1007.9;5;0;4.8
18.08.1995;15.1;5.4;11.1;994.1;4;0;8.8
19.08.1995;11.7;7.7;9.7;987.1;5;0;6.5
21.08.1995;7.9;5.8;7.5;993.5;6;0;3.2
22.08.1995;11.5;7.5;9.8;993.6;4;0;7.3
23.08.1995;11.3;6;8.3;997.7;4;1;
24.08.1995;13.7;4.8;9.4;996.4;5;0;6.1
26.08.1995;7.7;5.5;6.8;997.3;6;0;2.4
27.08.1995;7.4;5.4;6.6;1007.8;3;0;4.1
28.08.1995;8.8;4.5;7.1;1015.1;4;0;4
30.08.1995;11.8;8.2;10.2;1012.1;5;0;7
01.09.1995;7.4;5.9;6.7;1009;9;0;0.3
02.09.1995;6.8;5.3;6.3;1009.1;7;0;1.2
03.09.1995;6.2;4.5;5.5;1010.7;5;0;1.5
04.09.1995;5.2;4.2;4.8;1010.7;6;0;0.1
05.09.1995;5.3;2.9;4.3;1016.5;5;0;0.1
06.09.1995;3.9;0.2;3.2;1017.9;5;0;-1.1
07.09.1995;5.5;-3.5;3;1011.4;5;0;
10.09.1995;5.1;2.6;4.2;1015.9;5;0;0
11.09.1995;3.8;2.7;3.4;1008;5;1;-0.9
13.09.1995;2.3;-2.7;0.3;996;5;0;-4.5
14.09.1995;2.1;-3.3;0.3;999.3;;0;
15.09.1995;2.2;0.1;1.6;1003.5;5;0;-3
17.09.1995;2.6;0.6;1.8;1011.4;3;0;-1.5
18.09.1995;3.9;0;3.1;1009.6;4;0;-0.6
19.09.1995;5.3;3.1;4.6;999.4;5;0;0.5
21.09.1995;5.1;1.4;3.8;1010.8;6;0;-1.1
23.09.1995;5.1;3.4;4.8;1012.6;4;0;1.4
24.09.1995;5.6;3.2;4.9;1014;4;0;1.5
27.09.1995;1.4;-0.7;0.6;1010.7;8;0;-6.1
28.09.1995;2.4;-1.6;0.7;1014.4;10;1;-7.2
30.09.1995;2.9;1.5;2.8;1005.2;4;1;-1
01.10.1995;2.9;1.5;2.2;1019.4;4;1;-1.6
02.10.1995;0.9;-3.2;0;1019.1;5;0;-4.8
03.10.1995;4.5;0.2;3.2;1003.7;4;1;-0.5
04.10.1995;4.3;3.3;3.9;1005.6;5;0;-0.4
05.10.1995;2.9;1.6;2.3;1002.5;4;1;-1.5
07.10.1995;0.9;-1.5;-0.1;;6;1;-5.5
08.10.1995;-0.7;-2.3;-1.2;1010.3;6;0;-6.8
09.10.1995;-1.5;-2.2;-1.7;1010.2;6;1;-7.4
10.10.1995;-2.1;-7.8;-4;1009.4;4;1;-8.6
11.10.1995;-4.9;-11.6;-7.6;1001.6;4;0;-12.6
12.10.1995;-3.7;-8;-5.2;999.1;4;0;-10
13.10.1995;-5;-6.9;-5.6;997.2;4;1;-10.4
14.10.1995;-3.5;-5.7;-4.4;993.7;6;1;-10.4
15.10.1995;-3.3;-4.9;-4.2;993.3;6;1;-10.2
16.10.1995;-4.1;-6.1;-4.8;994.1;4;1;-9.5
17.10.1995;-2.5;-6.8;-4.3;990.2;7;1;-10.9
18.10.1995;-3.4;-5.9;-4.6;984.4;5;2;-10
20.10.1995;-3.6;-5.7;-4.2;974.6;12;1;-14
21.10.1995;-4.3;-6.2;-4.9;;6;1;-10.9
24.10.1995;-1.7;-7.1;-3.8;981.7;5;0;-9.1
25.10.1995;-2.8;-6.1;-3.6;987.7;5;0;-8.8
27.10.1995;-6.6;-9.3;-7.9;1000.1;;1;
29.10.1995;-12.7;-21.2;-14;1001.1;5;0;-20.1
30.10.1995;-12.9;-15.7;-13.6;991.2;6;0;-20.4
31.10.1995;-13.5;-15.5;-14.2;996.4;6;1;-21
01.11.1995;-12.3;-16.1;-13.4;1004.9;4;1;-18.8
02.11.1995;-11.2;-19.2;-14.8;1008.1;4;1;-20.3
03.11.1995;-14.1;-16.1;-14.8;1008.5;6;1;-21.7
04.11.1995;-6;-15.2;-8.2;1013.4;4;1;-13.2
05.11.1995;-7.3;-17.2;-13.9;1007.4;4;0;-19.4
07.11.1995;-15.6;-23.3;-18.8;1001.6;5;0;-25.3
08.11.1995;-14.3;-16.6;-15.3;990;10;1;-24.8
09.11.1995;-16.1;-18.1;-17;999.7;7;2;-24.6
12.11.1995;-14.5;-18.5;-16.1;1009.5;5;1;-22.4
13.11.1995;-18.1;-24.6;-22.1;1004.1;4;0;-28.1
15.11.1995;-18.6;-22.6;-19.2;1001.8;5;0;-25.7
17.11.1995;-20.5;-26.3;-21.8;998.5;4;1;-27.8
18.11.1995;-22.5;-27.4;-24;1001.1;4;0;-30.1
19.11.1995;-9.3;-23;-14.8;1004.4;6;1;-21.7
20.11.1995;-2.4;-18.9;-5.3;990.9;10;1;-13.9
23.11.1995;-4.7;-16.2;-10.4;988.1;7;1;-17.6
26.11.1995;-13.7;-21;-17.7;999.2;4;1;-23.5
27.11.1995;-19.7;-21.5;-20.4;1000.3;4;1;-26.3
28.11.1995;-22.7;-25.4;-24.2;999.6;5;1;-31
29.11.1995;-20.4;-26.3;-21.9;1004;5;0;-28.5
30.11.1995;-21.5;-29.6;-26.3;1010.9;5;1;-33.2
01.12.1995;-33.3;-35.9;-34.4;;4;0;-41
03.12.1995;-9.6;-18.2;-12.1;;10;1;-21.3
04.12.1995;-6.1;-10.2;-8.3;;10;1;-17.2
07.12.1995;-4.7;-18.4;-10.6;;13;2;
08.12.1995;-18.5;-22.4;-20.6;;13;2;-32.4
09.12.1995;-3.5;-22.8;-10.7;;9;2;-19.2
10.12.1995;-13.2;-15.6;-14.1;;6;1;-20.9
11.12.1995;-9.9;-19.1;-14.5;;6;1;-21.4
16.12.1995;-22.7;-25.4;-23.4;;8;1;-32.1
17.12.1995;-26.9;-34;-30.4;;5;1;-37.5
18.12.1995;-29.1;-34.4;-30;;5;1;-37.1
19.12.1995;-21.8;-31.2;-29.7;;6;0;-37.4
20.12.1995;-27.7;-31.8;-30.2;;6;0;
21.12.1995;-24.7;-29.6;-27.1;;4;0;-33.4
22.12.1995;-32.3;-35.7;-34.1;1010.8;5;0;-41.4
23.12.1995;-30.5;-32.6;-30.9;1003.7;3;1;-36.7
24.12.1995;-30.8;-33.3;-31.9;1000;3;0;-37.8
25.12.1995;-21.1;-36.9;-28.3;999.5;6;1;
26.12.1995;-21.8;-27.1;-22.7;979.5;12;2;-33.9
27.12.1995;-23.1;-27.6;-25.3;974.5;8;2;-34.1
28.12.1995;-24.4;-26.7;-25.8;986.3;6;1;-33.3
29.12.1995;-25.4;-29.4;-27.1;992.6;4;0;
31.12.1995;-13.8;-26.2;-17.8;997.9;8;0;-26.1
01.01.1996;-15.7;-23.9;-17.7;995.6;12;1;-28.6
02.01.1996;-30.1;-31.9;-31.2;998.6;11;1;
03.01.1996;-32;-34.9;-33.8;1008.2;4;1;-40.4
04.01.1996;-28.3;-34.9;-32.2;1011;3;0;-38.1
05.01.1996;-26.4;-34.8;-29.2;1000.2;12;2;-40.8
06.01.1996;-27;-30.7;-28.8;1005.6;8;1;-37.8
07.01.1996;-27.7;-28.4;-28;1013.2;8;0;-36.9
08.01.1996;-19.3;-30;-26.2;1017.7;6;0;
09.01.1996;-12.1;-19.5;-15.1;996.7;6;2;-22
10.01.1996;-19.1;-27.4;-23.7;1009.6;3;0;-29.2
11.01.1996;-3.7;-19.3;-6.9;1003.2;7;2;-13.9
12.01.1996;-2.6;-10.7;-6.6;1002.7;6;1;-12.8
13.01.1996;-18.7;-23.6;-20.9;1020.6;4;0;-26.8
14.01.1996;-4.5;-22.2;-7.3;1019.1;5;1;-12.9
15.01.1996;-6.1;-8;-6.7;1026.4;3;1;-11
16.01.1996;-9.5;-12.3;-10.9;1022;8;1;-18.8
17.01.1996;-4.8;-9.9;-5.4;1011.2;10;2;-14.1
18.01.1996;-4.1;-7.2;-5.2;1000.7;6;1;-11.2
19.01.1996;-10;-11.9;-10.8;1007.9;5;1;-16.7
20.01.1996;-9.1;-17.1;-13.9;1013.8;5;1;
21.01.1996;-9.7;-13.6;-11.2;1015.8;6;1;-17.8
22.01.1996;-5.2;-18.6;-12.3;998.2;13;2;-23.5
23.01.1996;-12.6;-19.7;-15.2;;10;2;-24.7
24.01.1996;-20.6;-23.5;-22.6;1012.2;11;1;-33.2
26.01.1996;-29.1;-31;-30.1;1021.2;6;0;-37.8
27.01.1996;-24.2;-31;-25.7;1009;8;1;-34.5
28.01.1996;-27.1;-29.1;-28.3;1004.5;12;2;-39.8
30.01.1996;-29.7;-34.2;-31.8;1006.2;5;1;-38.9
31.01.1996;-29.2;-34.2;-31.7;1003.9;5;0;-38.8
01.02.1996;-20;-29.4;-23.2;999.8;7;26;-31.2
02.02.1996;-19.6;-24.8;-20.6;1000;6;1;-27.8
03.02.1996;-16.5;-20.1;-17.7;1000.9;8;1;-26
04.02.1996;-14.1;-23.1;-19.6;1003.6;8;2;-28.1
05.02.1996;-19.1;-23.4;-21.1;1008.2;8;1;-29.6
07.02.1996;-25.4;-29.7;-27.5;1003.6;8;1;-36.4
09.02.1996;-17.2;-26.1;-20.1;998.1;;2;
10.02.1996;-22;-30.4;-26.8;1013.3;7;0;-35
11.02.1996;-13.5;-25.5;-20.1;1006.2;6;0;-27.3
12.02.1996;-14.7;-25.4;-17.9;1003;6;1;-24.9
13.02.1996;-11.5;-16.9;-13.5;1005;6;2;-20.2
14.02.1996;-15.4;-22.6;-19.7;1014.8;7;1;-27.5
16.02.1996;-13.2;-24.9;-19.5;994.2;8;1;-27.9
17.02.1996;-24.4;-29.9;-27.8;1002.5;5;1;-34.8
18.02.1996;-20.4;-28.6;-23.9;1001.2;5;2;-30.6
19.02.1996;-23.8;-31.7;-27;1002.5;5;2;-33.9
20.02.1996;-20.3;-34.1;-26.2;1000.6;10;1;-36.3
22.02.1996;-7.7;-23.9;-14.8;1011.8;10;2;-24.2
23.02.1996;-3.3;-16.8;-6.6;1014.4;12;2;-16.6
24.02.1996;-4.7;-17.7;-10;1015.8;9;1;-18.4
25.02.1996;-2.3;-17.1;-7.3;1010.1;8;2;-14.9
26.02.1996;-5.7;-20.8;-12.2;1022;6;1;-18.8
27.02.1996;-2.1;-18.1;-3.7;1010.5;9;2;-11.5
28.02.1996;-1.8;-7.7;-2.9;1005.8;8;2;-10
29.02.1996;-2.2;-8.4;-3.8;;10;2;-12.3
01.03.1996;-6.1;-14.9;-8.9;1004.6;4;2;-14
03.03.1996;-14.7;-29.1;-22.7;1004.1;6;1;-30
04.03.1996;-30.2;-39.3;-34.1;1008.1;6;1;-42
05.03.1996;-35.4;-43.7;-38.3;1012.3;4;0;-45.1
06.03.1996;-31.8;-43.4;-35.3;1015.2;6;0;-43.3
07.03.1996;-22.7;-40.1;-29.1;1012;6;0;-36.8
10.03.1996;-2.3;-19.3;-9.3;;10;1;-18.3
12.03.1996;-7.7;-17.8;-13.3;1031.3;6;0;-20
13.03.1996;-2.2;-21.8;-7.3;1033.1;5;0;-12.9
14.03.1996;-2.2;-14.4;-6.2;1036.4;6;0;-12.3
15.03.1996;-5.3;-17.2;-9.5;1033.7;4;0;
17.03.1996;-6.7;-16.7;-9.5;1031.1;5;1;-15.3
18.03.1996;-9.8;-18.2;-12.6;1025.1;3;1;-17.3
19.03.1996;-7.1;-21.3;-10.2;1019;4;1;-15.4
20.03.1996;-12.7;-21.2;-17.8;1014.6;4;0;-23.5
23.03.1996;-13.8;-24.7;-17.7;1024.6;6;0;-24.7
27.03.1996;-5.7;-19.4;-11.6;1003.9;6;2;-18.2
28.03.1996;-19.1;-31.7;-23.4;1015.2;5;1;-30.1
29.03.1996;-7.7;-15.3;-11.9;1014.5;6;2;-18.5
30.03.1996;-2.9;-18.7;-7.3;1014.7;8;1;-14.8
31.03.1996;-15.1;-23.5;-18.7;1027.8;6;0;-25.8
01.04.1996;-18.1;-31.1;-23.7;;4;0;-29.8
02.04.1996;-12.5;-32.6;-20.5;1042.1;6;1;-27.7
03.04.1996;-13.2;-26.2;-18;1037.6;7;0;
04.04.1996;-14.8;-23.7;-18.3;1032.3;7;0;
05.04.1996;-4.2;-25.4;-8.8;1026.5;4;1;-13.9
06.04.1996;-1.8;-11.4;-4.3;1012.4;6;1;-10.2
07.04.1996;-2.5;-10.4;-5.2;;11;2;-14.5
09.04.1996;-6.2;-17.7;-10.8;1009.8;8;2;-18.7
10.04.1996;-15.7;-26.9;-18.8;1013.6;8;2;-27.2
13.04.1996;-16.6;-28.2;-21.1;1011.6;4;0;-27
17.04.1996;-15.1;-25.7;-19.2;1022.5;5;0;-25.7
18.04.1996;-14.9;-28.4;-18.5;1021.7;5;0;-25
19.04.1996;-15.6;-26.2;-18.2;1020.4;6;0;-25.3
20.04.1996;-13.2;-22.2;-17.4;1017.7;3;0;-22.5
21.04.1996;-14.2;-25.9;-17.8;1013.2;7;0;-25.5
22.04.1996;-12;-25.7;-16.9;1010.4;5;1;-23.2
23.04.1996;-13.4;-22.7;-15.7;1010.4;8;0;-23.9
24.04.1996;-12.8;-23.5;-17.6;1010.6;5;0;-24
25.04.1996;-13;-29.3;-17.8;1014.5;5;0;-24.2
26.04.1996;-12.2;-27.4;-17.4;1017.3;5;0;-23.8
27.04.1996;-15.4;-25.9;-19.9;1018.6;4;0;-25.8
28.04.1996;-12.7;-29.1;-20;1016.1;5;0;-26.5
30.04.1996;1.3;-12.1;-6.1;997.9;;1;
01.05.1996;-2.2;-13.7;-4.4;995.6;6;1;-10.3
02.05.1996;-1.4;-10.8;-5.5;990.7;7;2;-12.2
03.05.1996;-9.7;-19.3;-13.2;1006.2;6;1;-20
04.05.1996;-11.2;-26.3;-16.7;1014.4;5;0;-23
05.05.1996;-9.7;-27.4;-16.7;1023.4;5;0;-23.1
06.05.1996;-9.7;-26.2;-14.3;1020.3;8;1;-22.4
07.05.1996;-7.2;-15.7;-8.9;1010.3;8;2;-16.6
08.05.1996;-6.3;-16.7;-10.9;1011.3;6;0;-17.4
09.05.1996;-8.9;-20.4;-11.2;1014.2;7;1;-18.4
10.05.1996;-9.2;-18.3;-12.8;;6;1;-19.5
11.05.1996;-10.2;-27.3;-15.2;1013.6;6;1;-22.1
12.05.1996;-6.3;-20.9;-10.2;1013.5;7;1;-17.3
13.05.1996;-5.7;-16.4;-9.5;1007.9;8;2;
14.05.1996;-4.7;-19.1;-10.4;1004.9;8;2;-18.2
15.05.1996;-9.7;-26.8;-14.4;1007.3;5;0;-20.6
18.05.1996;-5.7;-21.3;-10.3;1017.1;6;0;-16.8
19.05.1996;-9.6;-19.2;-11.7;1017.6;5;1;-17.7
20.05.1996;-9.2;-18.3;-11.7;1016.3;5;1;-17.7
21.05.1996;-9.1;-17;-11.3;1013.8;5;1;-17.3
22.05.1996;-9.7;-16.2;-11.2;1015.1;4;1;-16.5
23.05.1996;-6.9;-15.9;-8.9;1018;4;1;-14
25.05.1996;-6.1;-13.4;-8.3;1018.2;5;1;-14
26.05.1996;0.3;-13.4;-8.1;1017.5;4;1;-13.1
28.05.1996;2.4;-7.4;0.3;1012.8;5;0;-4.4
29.05.1996;2.4;-5.4;0.9;1010.7;6;0;-4.4
30.05.1996;1.8;-3.9;0.1;1007.1;7;0;-5.9
31.05.1996;0.2;-5.7;-0.9;1008.5;5;1;-5.8
02.06.1996;-1.8;-9;-3.5;1017.2;6;1;-9.3
03.06.1996;-1.2;-8.7;-3.3;1018.9;5;0;-8.5
04.06.1996;-0.2;-8.3;-2.7;1018.3;6;1;-8.5
05.06.1996;-1.2;-9.1;-3.4;1019.3;4;0;-7.9
06.06.1996;-0.2;-3.7;-2.6;1019.8;5;0;-7.7
07.06.1996;1.6;-6.7;-0.4;1017.6;6;0;-5.9
08.06.1996;1.7;-4.6;0.2;1017;5;1;-4.6
09.06.1996;1.4;-4.7;0.1;1013.8;6;1;-5.3
10.06.1996;1.7;-6.6;-0.9;1007.7;6;0;-6.4
11.06.1996;-0.3;-6.9;-2;1007.2;;0;
12.06.1996;0.3;-6.7;-1.6;1011.5;5;0;-6.6
13.06.1996;0.7;-6.2;-0.7;1013.2;5;0;-5.6
15.06.1996;0.3;-8.4;-1.8;1009.9;6;1;-7.4
16.06.1996;-0.5;-7.9;-2.3;1016.2;8;1;-9.3
17.06.1996;-0.7;-8.9;-3.4;1022.2;8;1;-10.5
18.06.1996;-1.2;-10.6;-3.1;1025;5;0;-8.2
22.06.1996;0.3;-7;-1.4;1024.8;7;0;-7.7
23.06.1996;1.1;-6.1;-0.3;1018.2;10;0;-8.4
25.06.1996;3.7;-3.6;2.4;1000.6;7;0;-3.3
26.06.1996;5.6;-2.9;2.6;1003.8;5;0;-1.8
30.06.1996;15.3;-1;9.3;1002.8;5;1;6
04.07.1996;6.2;-0.9;2.7;;5;0;-1.7
05.07.1996;11.4;2.3;7.3;;6;0;3
07.07.1996;12.1;1.6;7;;6;0;2.6
08.07.1996;13.7;4.2;8.5;;6;1;4.4
09.07.1996;6.1;0.9;2.8;;6;1;-2.2
10.07.1996;5.6;0.4;2.7;;7;0;-3
11.07.1996;5.7;0.2;3.5;;4;0;-0.1
12.07.1996;6.3;1.3;3.8;;8;1;
14.07.1996;7.4;1.3;2.9;;7;0;-2.8
15.07.1996;11.3;2.3;6.4;;6;1;2
16.07.1996;5.6;1.9;3.2;;5;1;-1.1
17.07.1996;5.2;1.6;2.8;;5;1;-1.6
18.07.1996;4.9;2.1;3.2;;6;0;-1.8
20.07.1996;4.1;1.3;2.6;;9;1;-4.4
21.07.1996;8.2;1.2;4.6;;5;0;0.5
23.07.1996;8.7;1.7;5.7;;5;0;1.8
24.07.1996;14.4;5;9.6;;6;0;5.7
25.07.1996;16.4;5.3;12.3;1016.6;8;0;7.7
26.07.1996;16.8;9.5;11.5;1005;7;1;7.3
27.07.1996;18.7;9.3;12.4;996.7;6;0;9
28.07.1996;17.7;11;13.3;994.4;9;0;8.1
29.07.1996;14.8;7.1;9.9;992.2;6;1;6
30.07.1996;13.2;6.8;10;992;5;1;6.8
31.07.1996;10.6;5.4;7.6;991;6;1;3.3
01.08.1996;9.5;5.2;6.9;992.5;5;1;3.1
02.08.1996;9.6;4.9;6.9;993.8;5;1;
03.08.1996;10.4;6.4;8;999.2;4;1;5.1
04.08.1996;8.3;5.5;6.6;1006.6;;1;
05.08.1996;8.3;5.9;6.6;1012.1;6;1;2.1
06.08.1996;7.8;4.3;5.4;1016.6;7;0;0
07.08.1996;5.6;2.9;4.2;1015;10;1;-3.3
08.08.1996;6.8;3.3;4.4;1009.6;11;1;
09.08.1996;6.7;4.3;5.2;1012.4;8;0;-0.8
10.08.1996;6.7;4.7;5.4;1015.7;9;0;-1.2
11.08.1996;6.3;3.9;4.5;1018.9;6;0;-0.3
13.08.1996;6.7;2.7;5.8;1007.1;6;0;1.2
14.08.1996;5.4;2.5;3.7;1007.6;8;1;-2.6
15.08.1996;6.3;1.7;3.7;1010.5;6;0;-1.3
16.08.1996;7.6;2.6;5.2;1006.4;7;0;-0.2
17.08.1996;7.8;4.2;5.7;996.7;7;1;0.5
18.08.1996;7.2;3.5;4.9;998.9;5;0;0.8
19.08.1996;6.6;4;4.9;1000.6;6;0;0.1
20.08.1996;7.7;2.8;5.4;1001.7;6;1;0.7
21.08.1996;7.3;5;5.4;1001.9;6;1;0.8
23.08.1996;5.1;3.5;4.3;998.9;10;1;-3.1
24.08.1996;6.7;3.2;4.8;994.7;6;1;0
06.09.1996;1.9;-0.7;0.4;1028.1;5;0;-4.4
07.09.1996;0.8;-1.7;-0.7;1030;5;1;-5.6
08.09.1996;1.4;-1.2;-0.4;1033.4;7;0;-6.6
10.09.1996;1.7;-1.8;-0.5;1024.5;7;0;-6.7
11.09.1996;1.7;-1.5;-0.4;1024.1;7;0;-6.5
12.09.1996;1.7;-1.3;-0.3;1023.9;6;1;-5.8
13.09.1996;0.5;-2.2;-0.8;1025.9;6;1;-6.4
14.09.1996;0.9;-2.3;-1.4;1024.2;6;1;-7
15.09.1996;0.5;-1.6;-0.7;1021;5;0;-5.7
16.09.1996;0.7;-2.1;-0.8;1019.8;3;1;-4.4
17.09.1996;2.3;-0.7;0.2;1019.3;3;0;-3.3
22.09.1996;-1.2;-3.9;-3.3;1011.5;5;1;-8.5
23.09.1996;-0.7;-3.5;-1.9;1009.6;4;1;-6.3
26.09.1996;-4.1;-5.7;-5.1;1014.1;7;;-11.8
27.09.1996;-3.3;-6.3;-5.2;1018.6;6;1;-11.3
29.09.1996;0.3;-0.7;-0.6;1012.6;6;1;-6.1
01.10.1996;-1.7;-3.5;-2.8;;5;1;-8
02.10.1996;-4.3;-11.9;-7.9;;6;0;-14.2
03.10.1996;-3.6;-6.9;-5.7;;7;1;-12.5
04.10.1996;-1.2;-3.5;-2.7;;6;1;-8.5
05.10.1996;-2.8;-5.3;-4.7;;6;0;-10.7
06.10.1996;-2.6;-5.1;-3.8;;7;0;-10.4
07.10.1996;-5.1;-7.3;-6.7;;6;1;-12.9
08.10.1996;-6.3;-8.4;-7.7;1001.1;6;0;-14
10.10.1996;0.7;-5.3;-1.8;990.1;8;0;-8.8
12.10.1996;1.8;0.1;0.7;988.4;10;1;-7.3
13.10.1996;1.8;0.2;1;992.5;9;1;-6.3
14.10.1996;1.7;0.8;1.1;987.9;10;1;-6.8
15.10.1996;1.3;-0.9;-0.1;995;7;0;-6.2
16.10.1996;0.2;-1.3;-0.6;992.7;8;1;-7.4
17.10.1996;-0.1;-4.9;-2.2;993.4;7;0;-8.6
18.10.1996;-2.1;-6.7;-3.9;995.5;8;1;-11.2
19.10.1996;-1.9;-3.4;-3.1;1003.8;11;1;-12.2
20.10.1996;-2.6;-4.7;-3.9;1016.8;6;0;-9.8
21.10.1996;-4.7;-9.7;-7.7;1016.7;6;1;-14
22.10.1996;-1.8;-11.1;-7.3;1009.6;7;1;-14.2
24.10.1996;-6.7;-11.9;-9.8;1012.7;9;1;-18.3
25.10.1996;-10.1;-14.3;-11.9;1018.7;8;1;-19.9
26.10.1996;-2.2;-18.5;-12.1;1011.2;7;1;-19.4
27.10.1996;-4.4;-13.3;-9.1;;8;1;-16.8
29.10.1996;-3.6;-7.7;-5.8;996.7;7;1;-12.6
30.10.1996;-9.4;-11.5;-10.7;1010;6;0;-17.3
31.10.1996;-10.5;-19.5;-14.8;;7;0;-22.3
01.11.1996;-16.6;-21.1;-19.5;1028;6;0;-26.7
02.11.1996;-16.2;-17.5;-16.8;1030.7;8;0;-25.1
03.11.1996;-10.4;-15.5;-12.3;1027.1;;0;
04.11.1996;-9.1;-15.7;-11.9;1023.6;11;0;-21.8
05.11.1996;-3.3;-8.3;-6.4;1021.7;10;1;-15.2
06.11.1996;-1.3;-7.3;-4.6;1018.1;11;0;-13.9
07.11.1996;-1.3;-2;-1.7;1013.2;12;0;-11.3
08.11.1996;-1.6;-3.7;-2.5;1020.8;8;0;-9.6
09.11.1996;-8.7;-15.3;-12.2;1019;6;0;-18.9
